Axe_Desc_first_purchase,channel_recruitment,first_purchase_discounted,customers,avg_first_basket,avg_90d_value,avg_12m_value,avg_margin_12m,repeat_rate,high_value_rate,omnichannel_rate,median_days_to_second,discount_label,first_category_display,channel_display,cohort_label,estimated_value_pool,decision,commercial_play,why_it_matters,owner,kpi
MAEK UP|HAIRCARE,estore,0,1,63.9,99.0,99.0,99.0,0.0,0.0,0.0,,Full Price,Mixed Basket (Make Up + 1 others),Estore,Mixed Basket (Make Up + 1 others) / Estore / Full Price,99.0,Fix speed,Add a purchase-two trigger within 30 days and shorten the welcome sequence.,"The first basket is acceptable, but the path slows before a profitable habit forms.",CRM,Second purchase within 30 days
SKINCARE|FRAGRANCE|SKINCARE|SKINCARE|MAKE UP|SKINCARE|SKINCARE|SKINCARE|SKINCARE|SKINCARE|SKINCARE|SKINCARE|FRAGRANCE,store,0,1,158.98,99.0,99.0,99.0,0.0,0.0,0.0,,Full Price,Mixed Basket (Skincare + 12 others),Store,Mixed Basket (Skincare + 12 others) / Store / Full Price,99.0,Fix speed,Add a purchase-two trigger within 30 days and shorten the welcome sequence.,"The first basket is acceptable, but the path slows before a profitable habit forms.",CRM,Second purchase within 30 days
MAKE UP|HAIRCARE|HAIRCARE,store,1,1,98.99,98.99000000000001,98.99000000000001,93.99000000000001,0.0,0.0,0.0,,Discounted,Mixed Basket (Make Up + 2 others),Store,Mixed Basket (Make Up + 2 others) / Store / Discounted,98.99000000000001,Fix economics,"Keep the cohort but swap blanket discounts for bundles, samples, or exclusivity.","Top-line value exists, but too much of it is bought through discounting.",Acquisition + Merchandising,Margin per recruited customer
MAEK UP|MAEK UP|SKINCARE|MAEK UP|MAKE UP,estore,0,1,98.87,98.87,98.87,98.87,1.0,0.0,1.0,6.0,Full Price,Mixed Basket (Make Up + 4 others),Estore,Mixed Basket (Make Up + 4 others) / Estore / Full Price,98.87,Monitor,Hold budget steady and run controlled message tests.,The cohort is directionally interesting but not yet strong enough to scale.,CRM + Analytics,Incremental value from tests
SKINCARE|SKINCARE|MAEK UP|SKINCARE|SKINCARE|SKINCARE|MAEK UP,store,1,1,35.94,98.78,98.78,98.78,1.0,0.0,0.0,0.0,Discounted,Mixed Basket (Skincare + 6 others),Store,Mixed Basket (Skincare + 6 others) / Store / Discounted,98.78,Fix economics,"Keep the cohort but swap blanket discounts for bundles, samples, or exclusivity.","Top-line value exists, but too much of it is bought through discounting.",Acquisition + Merchandising,Margin per recruited customer
OTHERS|MAEK UP|MAKE UP|MAKE UP|MAEK UP|MAEK UP|MAKE UP,store,1,1,138.97,98.60000000000001,98.60000000000001,98.60000000000001,1.0,0.0,1.0,61.0,Discounted,Mixed Basket (Others + 6 others),Store,Mixed Basket (Others + 6 others) / Store / Discounted,98.60000000000001,Fix economics,"Keep the cohort but swap blanket discounts for bundles, samples, or exclusivity.","Top-line value exists, but too much of it is bought through discounting.",Acquisition + Merchandising,Margin per recruited customer
SKINCARE|SKINCARE|SKINCARE|SKINCARE|MAEK UP|FRAGRANCE|HAIRCARE,estore,1,1,98.45,98.45,98.45,77.95,0.0,0.0,0.0,,Discounted,Mixed Basket (Skincare + 6 others),Estore,Mixed Basket (Skincare + 6 others) / Estore / Discounted,98.45,Fix economics,"Keep the cohort but swap blanket discounts for bundles, samples, or exclusivity.","Top-line value exists, but too much of it is bought through discounting.",Acquisition + Merchandising,Margin per recruited customer
SKINCARE|HAIRCARE|MAEK UP|MAEK UP|MAEK UP|HAIRCARE,estore,1,1,98.37,98.36999999999999,98.36999999999999,89.97,0.0,0.0,0.0,,Discounted,Mixed Basket (Skincare + 5 others),Estore,Mixed Basket (Skincare + 5 others) / Estore / Discounted,98.36999999999999,Fix economics,"Keep the cohort but swap blanket discounts for bundles, samples, or exclusivity.","Top-line value exists, but too much of it is bought through discounting.",Acquisition + Merchandising,Margin per recruited customer
MAEK UP|SKINCARE|SKINCARE,estore,0,2,66.94,48.93,48.93,48.93,0.0,0.0,0.0,,Full Price,Mixed Basket (Make Up + 2 others),Estore,Mixed Basket (Make Up + 2 others) / Estore / Full Price,97.86,Fix speed,Add a purchase-two trigger within 30 days and shorten the welcome sequence.,"The first basket is acceptable, but the path slows before a profitable habit forms.",CRM,Second purchase within 30 days
SKINCARE|MAKE UP|MAKE UP|MAKE UP|SKINCARE|SKINCARE,store,0,1,59.94,97.6,97.6,73.19999999999999,0.0,0.0,0.0,,Full Price,Mixed Basket (Skincare + 5 others),Store,Mixed Basket (Skincare + 5 others) / Store / Full Price,97.6,Fix speed,Add a purchase-two trigger within 30 days and shorten the welcome sequence.,"The first basket is acceptable, but the path slows before a profitable habit forms.",CRM,Second purchase within 30 days
MAEK UP|MAEK UP|OTHERS,store,0,2,83.94,48.635,48.635,44.885,0.0,0.0,0.0,,Full Price,Mixed Basket (Make Up + 2 others),Store,Mixed Basket (Make Up + 2 others) / Store / Full Price,97.27,Fix speed,Add a purchase-two trigger within 30 days and shorten the welcome sequence.,"The first basket is acceptable, but the path slows before a profitable habit forms.",CRM,Second purchase within 30 days
SKINCARE|SKINCARE|SKINCARE|MAKE UP|MAEK UP|SKINCARE,store,0,1,86.18,96.99000000000001,96.99000000000001,96.99000000000001,0.0,0.0,0.0,,Full Price,Mixed Basket (Skincare + 5 others),Store,Mixed Basket (Skincare + 5 others) / Store / Full Price,96.99000000000001,Fix speed,Add a purchase-two trigger within 30 days and shorten the welcome sequence.,"The first basket is acceptable, but the path slows before a profitable habit forms.",CRM,Second purchase within 30 days
MAEK UP|SKINCARE|SKINCARE|SKINCARE|HAIRCARE|MAEK UP,store,0,1,71.94,96.93,96.93,96.93,1.0,0.0,0.0,14.0,Full Price,Mixed Basket (Make Up + 5 others),Store,Mixed Basket (Make Up + 5 others) / Store / Full Price,96.93,Monitor,Hold budget steady and run controlled message tests.,The cohort is directionally interesting but not yet strong enough to scale.,CRM + Analytics,Incremental value from tests
SKINCARE|MAKE UP|SKINCARE|SKINCARE|MAEK UP,store,0,1,113.9,33.0,96.9,96.9,1.0,0.0,0.0,262.0,Full Price,Mixed Basket (Skincare + 4 others),Store,Mixed Basket (Skincare + 4 others) / Store / Full Price,96.9,Fix speed,Add a purchase-two trigger within 30 days and shorten the welcome sequence.,"The first basket is acceptable, but the path slows before a profitable habit forms.",CRM,Second purchase within 30 days
SKINCARE|SKINCARE|FRAGRANCE|HAIRCARE,store,1,1,96.9,96.9,96.9,91.91000000000001,0.0,0.0,0.0,,Discounted,Mixed Basket (Skincare + 3 others),Store,Mixed Basket (Skincare + 3 others) / Store / Discounted,96.9,Fix economics,"Keep the cohort but swap blanket discounts for bundles, samples, or exclusivity.","Top-line value exists, but too much of it is bought through discounting.",Acquisition + Merchandising,Margin per recruited customer
MAKE UP|MAKE UP|SKINCARE|SKINCARE|SKINCARE|SKINCARE|FRAGRANCE,store,0,1,117.84,96.75,96.75,64.5,0.0,0.0,0.0,,Full Price,Mixed Basket (Make Up + 6 others),Store,Mixed Basket (Make Up + 6 others) / Store / Full Price,96.75,Fix speed,Add a purchase-two trigger within 30 days and shorten the welcome sequence.,"The first basket is acceptable, but the path slows before a profitable habit forms.",CRM,Second purchase within 30 days
SKINCARE|SKINCARE|SKINCARE|SKINCARE|SKINCARE|FRAGRANCE|SKINCARE|SKINCARE,store,0,1,89.92,96.75,96.75,64.5,0.0,0.0,0.0,,Full Price,Mixed Basket (Skincare + 7 others),Store,Mixed Basket (Skincare + 7 others) / Store / Full Price,96.75,Fix speed,Add a purchase-two trigger within 30 days and shorten the welcome sequence.,"The first basket is acceptable, but the path slows before a profitable habit forms.",CRM,Second purchase within 30 days
SKINCARE|SKINCARE|OTHERS|MAKE UP,store,1,1,50.0,96.47,96.47,96.47,0.0,0.0,0.0,,Discounted,Mixed Basket (Skincare + 3 others),Store,Mixed Basket (Skincare + 3 others) / Store / Discounted,96.47,Fix economics,"Keep the cohort but swap blanket discounts for bundles, samples, or exclusivity.","Top-line value exists, but too much of it is bought through discounting.",Acquisition + Merchandising,Margin per recruited customer
OTHERS|FRAGRANCE|SKINCARE,store,0,1,96.0,96.0,96.0,156.0,0.0,0.0,0.0,,Full Price,Mixed Basket (Others + 2 others),Store,Mixed Basket (Others + 2 others) / Store / Full Price,96.0,Fix speed,Add a purchase-two trigger within 30 days and shorten the welcome sequence.,"The first basket is acceptable, but the path slows before a profitable habit forms.",CRM,Second purchase within 30 days
OTHERS|MAKE UP|SKINCARE|MAKE UP|MAEK UP|MAEK UP,store,1,1,97.97,96.0,96.0,96.0,0.0,0.0,0.0,,Discounted,Mixed Basket (Others + 5 others),Store,Mixed Basket (Others + 5 others) / Store / Discounted,96.0,Fix economics,"Keep the cohort but swap blanket discounts for bundles, samples, or exclusivity.","Top-line value exists, but too much of it is bought through discounting.",Acquisition + Merchandising,Margin per recruited customer
MAEK UP|MAEK UP|MAEK UP|MAKE UP|SKINCARE,estore,0,1,95.96,95.96000000000001,95.96000000000001,95.96000000000001,0.0,0.0,0.0,,Full Price,Mixed Basket (Make Up + 4 others),Estore,Mixed Basket (Make Up + 4 others) / Estore / Full Price,95.96000000000001,Fix speed,Add a purchase-two trigger within 30 days and shorten the welcome sequence.,"The first basket is acceptable, but the path slows before a profitable habit forms.",CRM,Second purchase within 30 days
SKINCARE|SKINCARE|MAEK UP|MAEK UP|MAEK UP|MAEK UP,store,0,1,95.96,95.96000000000001,95.96000000000001,95.96000000000001,0.0,0.0,0.0,,Full Price,Mixed Basket (Skincare + 5 others),Store,Mixed Basket (Skincare + 5 others) / Store / Full Price,95.96000000000001,Fix speed,Add a purchase-two trigger within 30 days and shorten the welcome sequence.,"The first basket is acceptable, but the path slows before a profitable habit forms.",CRM,Second purchase within 30 days
SKINCARE|MAKE UP|MAEK UP|MAEK UP|MAKE UP|SKINCARE,estore,1,1,79.3,95.95,95.95,95.95,1.0,0.0,0.0,10.0,Discounted,Mixed Basket (Skincare + 5 others),Estore,Mixed Basket (Skincare + 5 others) / Estore / Discounted,95.95,Fix economics,"Keep the cohort but swap blanket discounts for bundles, samples, or exclusivity.","Top-line value exists, but too much of it is bought through discounting.",Acquisition + Merchandising,Margin per recruited customer
SKINCARE|MAKE UP|MAKE UP|MAEK UP,store,0,1,61.98,95.94,95.94,95.94,1.0,0.0,0.0,5.0,Full Price,Mixed Basket (Skincare + 3 others),Store,Mixed Basket (Skincare + 3 others) / Store / Full Price,95.94,Monitor,Hold budget steady and run controlled message tests.,The cohort is directionally interesting but not yet strong enough to scale.,CRM + Analytics,Incremental value from tests
FRAGRANCE|MAEK UP|FRAGRANCE|FRAGRANCE|SKINCARE|FRAGRANCE|FRAGRANCE|MAEK UP,estore,1,1,383.25,95.9,95.9,95.9,0.0,0.0,0.0,,Discounted,Mixed Basket (Fragrance + 7 others),Estore,Mixed Basket (Fragrance + 7 others) / Estore / Discounted,95.9,Fix economics,"Keep the cohort but swap blanket discounts for bundles, samples, or exclusivity.","Top-line value exists, but too much of it is bought through discounting.",Acquisition + Merchandising,Margin per recruited customer
SKINCARE|HAIRCARE|FRAGRANCE,store,0,1,95.8,95.8,95.8,95.8,0.0,0.0,0.0,,Full Price,Mixed Basket (Skincare + 2 others),Store,Mixed Basket (Skincare + 2 others) / Store / Full Price,95.8,Fix speed,Add a purchase-two trigger within 30 days and shorten the welcome sequence.,"The first basket is acceptable, but the path slows before a profitable habit forms.",CRM,Second purchase within 30 days
FRAGRANCE|FRAGRANCE|FRAGRANCE|FRAGRANCE|FRAGRANCE,estore,1,1,655.05,95.0,95.0,51.0,0.0,0.0,0.0,,Discounted,Mixed Basket (Fragrance + 4 others),Estore,Mixed Basket (Fragrance + 4 others) / Estore / Discounted,95.0,Fix economics,"Keep the cohort but swap blanket discounts for bundles, samples, or exclusivity.","Top-line value exists, but too much of it is bought through discounting.",Acquisition + Merchandising,Margin per recruited customer
MAKE UP|MAEK UP|MAKE UP|MAKE UP|SKINCARE|SKINCARE|SKINCARE|SKINCARE|SKINCARE|SKINCARE|FRAGRANCE|MAEK UP|MAEK UP,estore,1,1,203.8,95.0,95.0,95.0,0.0,0.0,0.0,,Discounted,Mixed Basket (Make Up + 12 others),Estore,Mixed Basket (Make Up + 12 others) / Estore / Discounted,95.0,Fix economics,"Keep the cohort but swap blanket discounts for bundles, samples, or exclusivity.","Top-line value exists, but too much of it is bought through discounting.",Acquisition + Merchandising,Margin per recruited customer
SKINCARE|FRAGRANCE|SKINCARE|FRAGRANCE|SKINCARE,store,1,1,95.0,95.0,95.0,90.01,0.0,0.0,0.0,,Discounted,Mixed Basket (Skincare + 4 others),Store,Mixed Basket (Skincare + 4 others) / Store / Discounted,95.0,Fix economics,"Keep the cohort but swap blanket discounts for bundles, samples, or exclusivity.","Top-line value exists, but too much of it is bought through discounting.",Acquisition + Merchandising,Margin per recruited customer
MAEK UP|OTHERS|MAEK UP|MAKE UP|MAEK UP|MAKE UP|MAKE UP,store,0,1,94.94,94.94,94.94,114.94,0.0,0.0,0.0,,Full Price,Mixed Basket (Make Up + 6 others),Store,Mixed Basket (Make Up + 6 others) / Store / Full Price,94.94,Fix speed,Add a purchase-two trigger within 30 days and shorten the welcome sequence.,"The first basket is acceptable, but the path slows before a profitable habit forms.",CRM,Second purchase within 30 days
HAIRCARE|MAKE UP|HAIRCARE|MAKE UP|MAEK UP|SKINCARE,store,0,1,144.49,94.9,94.9,94.9,0.0,0.0,0.0,,Full Price,Mixed Basket (Haircare + 5 others),Store,Mixed Basket (Haircare + 5 others) / Store / Full Price,94.9,Fix speed,Add a purchase-two trigger within 30 days and shorten the welcome sequence.,"The first basket is acceptable, but the path slows before a profitable habit forms.",CRM,Second purchase within 30 days
MAKE UP|MAKE UP|MAEK UP|SKINCARE|MAKE UP,store,1,1,94.8,94.8,94.8,89.8,0.0,0.0,0.0,,Discounted,Mixed Basket (Make Up + 4 others),Store,Mixed Basket (Make Up + 4 others) / Store / Discounted,94.8,Fix economics,"Keep the cohort but swap blanket discounts for bundles, samples, or exclusivity.","Top-line value exists, but too much of it is bought through discounting.",Acquisition + Merchandising,Margin per recruited customer
SKINCARE|MAEK UP|SKINCARE|HAIRCARE,store,0,1,94.49,94.49000000000001,94.49000000000001,94.49000000000001,0.0,0.0,0.0,,Full Price,Mixed Basket (Skincare + 3 others),Store,Mixed Basket (Skincare + 3 others) / Store / Full Price,94.49000000000001,Fix speed,Add a purchase-two trigger within 30 days and shorten the welcome sequence.,"The first basket is acceptable, but the path slows before a profitable habit forms.",CRM,Second purchase within 30 days
SKINCARE|MAEK UP|SKINCARE|SKINCARE|MAEK UP,estore,0,1,137.9,94.31,94.31,78.83,0.0,0.0,0.0,,Full Price,Mixed Basket (Skincare + 4 others),Estore,Mixed Basket (Skincare + 4 others) / Estore / Full Price,94.31,Fix speed,Add a purchase-two trigger within 30 days and shorten the welcome sequence.,"The first basket is acceptable, but the path slows before a profitable habit forms.",CRM,Second purchase within 30 days
MAEK UP|FRAGRANCE|MAEK UP,estore,0,1,100.9,94.24,94.24,64.49,0.0,0.0,0.0,,Full Price,Mixed Basket (Make Up + 2 others),Estore,Mixed Basket (Make Up + 2 others) / Estore / Full Price,94.24,Fix speed,Add a purchase-two trigger within 30 days and shorten the welcome sequence.,"The first basket is acceptable, but the path slows before a profitable habit forms.",CRM,Second purchase within 30 days
MAKE UP|MAEK UP|SKINCARE|MAEK UP|MAEK UP,store,1,1,93.99,93.99,93.99,89.0,0.0,0.0,0.0,,Discounted,Mixed Basket (Make Up + 4 others),Store,Mixed Basket (Make Up + 4 others) / Store / Discounted,93.99,Fix economics,"Keep the cohort but swap blanket discounts for bundles, samples, or exclusivity.","Top-line value exists, but too much of it is bought through discounting.",Acquisition + Merchandising,Margin per recruited customer
MAEK UP|SKINCARE|MAKE UP|MAEK UP|MAEK UP|MAEK UP,store,0,1,122.78,93.93,93.93,93.93,0.0,0.0,0.0,,Full Price,Mixed Basket (Make Up + 5 others),Store,Mixed Basket (Make Up + 5 others) / Store / Full Price,93.93,Fix speed,Add a purchase-two trigger within 30 days and shorten the welcome sequence.,"The first basket is acceptable, but the path slows before a profitable habit forms.",CRM,Second purchase within 30 days
MAKE UP|SKINCARE|SKINCARE|SKINCARE|SKINCARE|SKINCARE|SKINCARE,estore,0,1,77.94,77.94,93.92999999999999,93.92999999999999,1.0,0.0,0.0,120.0,Full Price,Mixed Basket (Make Up + 6 others),Estore,Mixed Basket (Make Up + 6 others) / Estore / Full Price,93.92999999999999,Fix speed,Add a purchase-two trigger within 30 days and shorten the welcome sequence.,"The first basket is acceptable, but the path slows before a profitable habit forms.",CRM,Second purchase within 30 days
HAIRCARE|SKINCARE|SKINCARE|SKINCARE|SKINCARE|SKINCARE|SKINCARE|SKINCARE,store,0,1,39.92,93.83,93.83,93.83,1.0,0.0,0.0,67.0,Full Price,Mixed Basket (Haircare + 7 others),Store,Mixed Basket (Haircare + 7 others) / Store / Full Price,93.83,Fix speed,Add a purchase-two trigger within 30 days and shorten the welcome sequence.,"The first basket is acceptable, but the path slows before a profitable habit forms.",CRM,Second purchase within 30 days
MAKE UP|SKINCARE|SKINCARE|MAEK UP,estore,0,1,269.0,93.75,93.75,62.5,0.0,0.0,0.0,,Full Price,Mixed Basket (Make Up + 3 others),Estore,Mixed Basket (Make Up + 3 others) / Estore / Full Price,93.75,Fix speed,Add a purchase-two trigger within 30 days and shorten the welcome sequence.,"The first basket is acceptable, but the path slows before a profitable habit forms.",CRM,Second purchase within 30 days
